    N    R        ALFA(gaia)        DELTA(gaia)      PARALAJE     ERROR     MOV.PR.ALF    ERROR     MOV.PR.DEL    ERROR        BP         ERROR        RP         ERROR         J         ERROR         H         ERROR         K         ERROR       3.6         ERROR        4.5        ERROR        5.8        ERROR       8          ERROR         W1         ERROR        W2         ERROR         W3        ERROR         W4        ERROR         V         ERROR        B-V        ERROR        U-B        ERROR        V-I        ERROR   
   64   0.72   254.89708209100   -40.19251292130      0.5046      0.0758     -0.2810      0.1010     -0.9990      0.0770     15.6988      0.0120     13.2775      0.0017     11.2680      0.0320     10.6620      0.0310     10.3590      0.0300     10.1680      0.1050     10.0190      0.0580     10.0740      0.1860      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.5430      0.0020      1.5290      0.0070      0.0900      0.0180      2.4170      0.0030
   65   2.88   254.88882152900   -40.23453448740      3.8153      0.0807      0.9320      0.1450     -3.0980      0.1020     16.0514      0.3475     13.9756      0.0392     12.5130      0.0330     11.7170      0.0340     11.5010      0.0330     11.2880      0.0910     11.3170      0.0890      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.7740      0.0050      1.6310      0.0090      ------      ------      2.0290      0.0070
   66   0.71   254.89721926000   -40.19152782670      1.5780      0.0643     -9.8550      0.0890    -13.1600      0.0660     16.0700      0.0232     14.6353      0.0123      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.9170      0.0020      1.2210      0.0070      ------      ------      1.3100      0.0130
   67   3.73   254.94132461700   -40.24820291980      0.7168      0.0732     -0.3830      0.1120     -1.0330      0.0810     16.6747      0.0066     15.2975      0.0023      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.4280      0.0030      1.0210      0.0060      0.3830      0.0280      1.2700      0.0030
   68   2.31   254.86709078300   -40.17334184970      0.8850      0.0811     -1.5170      0.1760      2.0800      0.1090     16.9565      0.0060     15.6085      0.0035     14.6470      0.0330     14.2410      0.0480     14.2000      0.0640     13.4810      0.1420      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.7160      0.0030      0.9880      0.0080      0.2570      0.0310      1.1930      0.0040
   69   0.09   254.91173442000   -40.18867487900      0.4949      0.0810      0.0170      0.1210     -0.9740      0.0880     17.1269      0.0096     14.2014      0.0034     11.6960      0.0710     10.8880      0.0530     10.4610      0.0510     10.2760      0.0440     10.1970      0.0570     10.0520      0.0800      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.0330      0.0040      1.8610      0.0230      ------      ------      2.9060      0.0050
   70   2.50   254.96481604700   -40.17827360440      0.7500      0.1540     -3.1640      0.3060     -4.4860      0.2040     18.2563      0.0279     16.5586      0.0069     15.3380      0.0430     14.7140      0.0590     14.5880      0.0910      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     17.9540      0.0080      1.3740      0.0290      ------      ------      1.5480      0.0090
  ---   0.18   254.91192300000   -40.18701200000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     14.3780      0.2610     10.8320      ------     10.0250      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   0.19   254.91407711200   -40.18715604540      0.4142      0.0998     -0.3460      0.1490     -1.2600      0.1080     15.3583      0.0122     11.8099      0.0107      8.8640      0.0210      7.8380      0.0360      7.2170      0.0210      7.0530      0.0390      6.7840      0.0380      6.5550      0.0300      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   0.20   254.91127300000   -40.18675600000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     13.2720      ------     13.1810      0.0500     12.3010      0.0200      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   0.33   254.91942000000   -40.18824000000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.0350      0.0550     12.6420      0.0510     11.5940      0.0640     10.6740      0.0870      ------      ------      ------      ------      ------      ------      9.6780      0.0890      8.5100      0.0590     -1.9920      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   0.35   254.91031046400   -40.19559740980      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.0760      0.0950     14.6170      0.0600     13.9270      0.0800     12.9500      0.0750     12.6080      0.1620     10.6640      0.2100      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   0.35   254.90481365800   -40.18970449080     -0.2143      0.6641     -1.8890      1.6390     -2.6270      1.0030     19.6425      0.0837     17.4729      0.0133     14.8950      0.1590     13.5660      0.0950     13.1480      0.0910     12.7710      0.1150     12.9880      0.1520      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   0.38   254.90525744000   -40.19317158680      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.7630      0.1200     14.3050      0.0780     13.7260      0.0690      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   0.39   254.92080100000   -40.18864400000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.2270      0.1450     13.2750      0.0440     11.9580      0.0580     10.8490      0.1700      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   0.39   254.90778761900   -40.19546931670      0.3080      0.8419      1.7580      2.0630     -0.3860      1.2010     19.6589      0.0884     17.5720      0.0231     15.2870      0.0430     13.5570      0.0250     12.7380      0.0350     11.7410      0.0660     11.4520      0.1050     10.6850      0.1260      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   0.40   254.90684600000   -40.18493700000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     14.9270      ------     14.1640      ------     14.9600      0.1780      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   0.41   254.90588700000   -40.19464100000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.8470      0.1860     15.5440      0.1380     14.9630      0.1420      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   0.42   254.92155600000   -40.19047500000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.4150      0.2200     13.3810      ------     12.1130      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   0.42   254.91363900000   -40.19695700000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.3150      0.0770     13.0830      0.0660     12.2450      0.0320     11.6510      0.0570     11.5260      0.0750      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   0.43   254.90441200000   -40.18626000000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     16.0460      0.1100     14.0010      0.0270     13.0260      0.0210     12.1460      0.0920     11.8720      0.1110      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   0.44   254.90315200000   -40.19151300000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     15.5320      0.1440     12.9720      0.0500     11.9150      0.0380     11.0800      0.0720     11.1080      0.0900     10.5550      0.3530      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   0.44   254.91911000000   -40.18460800000      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------     14.6700      ------     14.5720      0.1230     13.2950      0.1260      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
