    N    R        ALFA(gaia)        DELTA(gaia)      PARALAJE     ERROR     MOV.PR.ALF    ERROR     MOV.PR.DEL    ERROR        BP         ERROR        RP         ERROR         J         ERROR         H         ERROR         K         ERROR       3.6         ERROR        4.5        ERROR        5.8        ERROR       8          ERROR         W1         ERROR        W2         ERROR         W3        ERROR         W4        ERROR         V         ERROR        B-V        ERROR        U-B        ERROR        V-I        ERROR   
  ---   7.11   112.53978188000   -18.41860921440      0.3924      0.4406      7.0000      0.6470      7.0640      0.6960     20.9628      0.0827     18.6962      0.0221      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.12   112.63432781400   -18.57563126620      3.8351      2.1323      0.7200      2.0330      0.1630      2.7560     21.5776      0.1702     19.3619      0.0397      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.13   112.57859529700   -18.63836612390      0.2465      0.3389     -0.4870      0.4510      1.0520      0.5160     20.1362      0.0389     18.5217      0.0177      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.14   112.43066846700   -18.44835266030      0.4089      0.4180     -3.0280      0.6370      0.2160      0.6880     20.9053      0.1129     18.7198      0.0213      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.14   112.52202183400   -18.65396558140      0.3735      0.4405     -2.2520      0.5540      3.8600      0.6150     20.8528      0.0764     18.7522      0.0249      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.16   112.54334956800   -18.65168883430      0.8569      0.2171      5.2670      0.2920     -0.5260      0.4000     19.6186      0.0510     17.6510      0.0196      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.17   112.42556061300   -18.61759527330      0.0228      0.2713     -2.2240      0.3430      1.9560      0.4010     19.9633      0.0329     18.3276      0.0127      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.18   112.59655952100   -18.62761493860      1.5478      0.6167     -3.1100      0.7710     -0.7500      0.8390     21.3769      0.1332     18.9117      0.0225      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.19   112.41845463100   -18.45975883300      1.4642      0.6758     -6.1610      0.9320      5.2950      1.0470     21.4184      0.2485     18.8889      0.0295      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.19   112.45082425800   -18.63726874870     -0.0535      0.4293     -3.6400      0.5100      2.5140      0.5950     20.5679      0.0865     18.7627      0.0235      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.20   112.58336755200   -18.43311746940      0.4178      0.4241     -5.8940      0.5450      2.8490      0.7230     20.1518      0.0510     18.6170      0.0195      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.20   112.47256216400   -18.64739463930      1.5350      0.4402     -3.6660      0.5940      2.2460      0.6210     20.5525      0.0736     18.6019      0.0165      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.19   112.55631871000   -18.42118546980      2.4560      2.1985      5.9460      2.6140     18.6080      3.6040     21.0333      0.1491     18.9030      0.0487      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.21   112.61347183300   -18.61269328490      0.2995      0.2656     -1.4710      0.3360      1.6800      0.3890     19.8639      0.0363     17.9667      0.0088      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.21   112.63668158600   -18.57386045410      2.7150      1.5432      3.2750      1.6000     -3.6540      2.1760     21.7825      0.1498     19.3846      0.0444      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.22   112.40850348700   -18.47229528350      1.5108      1.0344      3.4110      1.3940     -0.4270      1.3070     21.7319      0.2253     19.3142      0.0403      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.22   112.53420430300   -18.41587930280      0.3302      0.3869     -0.7950      0.5390     -1.6880      0.5770     20.7550      0.0921     18.4866      0.0124      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.22   112.60805521600   -18.61850268550      ------      ------      ------      ------      ------      ------     21.0090      0.2718     19.5314      0.1305      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.22   112.59827993700   -18.62716993870     -0.2963      0.8664     -1.7150      1.0340      1.5680      1.1810     21.3265      0.1161     19.3786      0.0337      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.22   112.59780402400   -18.44251533990      0.2396      1.6448     -5.8590      2.7520      8.7740      2.6850     21.6691      0.1987     19.6058      0.0619      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.22   112.62555678100   -18.47319655180      0.6842      0.5340     -1.9700      0.6970      4.9270      0.7990     21.0886      0.1213     18.8540      0.0250      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.22   112.40952038000   -18.47057332590      0.4652      1.1207     -1.6300      1.3330      2.9380      1.5110     21.5416      0.2004     19.3423      0.0543      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.23   112.52918131100   -18.41515701790      0.0956      0.2925     -3.3770      0.3900      2.6370      0.4130     19.6328      0.0305     18.1410      0.0142      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.24   112.60392430400   -18.62287373820     -1.5819      0.9714     -2.7630      1.0240      1.5760      1.1500     20.9730      0.1268     19.2892      0.0417      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.25   112.61807874800   -18.46193869000      0.0509      0.3553     -2.1390      0.4820      1.2160      0.5670     20.3284      0.0545     18.4313      0.0205      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.25   112.59479509100   -18.43957460990      1.2566      0.3785      5.2080      0.5330     -8.3770      0.5980     20.5483      0.0722     18.6423      0.0210      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.25   112.46876585400   -18.42300434550     -0.2688      0.4813     -3.8690      0.6910      2.3620      0.6740     20.7879      0.1280     18.7341      0.0233      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.26   112.54184135900   -18.65363511510      0.1668      1.2124     -0.3480      1.7600      1.2480      1.4560     20.4646      0.2769     19.1195      0.0925      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.26   112.50862211800   -18.41420711720     -1.2207      1.3244     -8.9770      2.0180      8.2490      1.8030     21.6852      0.3814     19.4383      0.0845      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.27   112.60873348000   -18.45105751010      0.2696      0.5484     -0.6490      0.7530     -0.3940      0.8460     21.2876      0.1531     18.8555      0.0242      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.27   112.55238264600   -18.41871703010      0.8549      0.4604     -1.6480      0.6790      4.8650      0.6590     20.8142      0.0759     18.5960      0.0196      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.27   112.43040889500   -18.44564983860      1.6923      0.2975      4.5720      0.4680      0.3710      0.5200     20.2247      0.0635     18.0243      0.0136      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.27   112.56269289600   -18.64806485870      1.4115      0.9108     -1.8680      1.2380     -4.3450      1.2560     20.9674      0.0842     19.0358      0.0358      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.28   112.47932168300   -18.65099000950     -0.0993      0.2363     -1.6780      0.3190     -0.2640      0.3490     19.7726      0.0283     18.0619      0.0125      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.28   112.50289876500   -18.41437884180      1.4655      0.4659     -3.6650      0.7080     -2.0330      0.7380     21.2534      0.1388     18.6699      0.0217      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.28   112.63991121600   -18.50225392920     -0.2737      0.9105      2.7110      1.2570     -5.3240      1.6210     21.4987      0.1635     19.2090      0.0266      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.29   112.41637157100   -18.61057911020     -0.2359      0.7129     -4.3260      0.8590     -0.8380      1.0750     21.3786      0.1489     19.3579      0.0421      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.30   112.59598204600   -18.63067488990     -0.5852      0.8060     -1.6800      1.0100      2.3330      1.3280     21.1910      0.1029     19.2871      0.0274      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.30   112.41123337900   -18.60433393810     -0.3529      0.9162     -4.1540      1.2100      8.4690      1.2070     21.4618      0.2030     19.6199      0.0389      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.32   112.49316784600   -18.65486822900      ------      ------      ------      ------      ------      ------     21.1240      0.2256     18.9264      0.0288      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.32   112.61689178300   -18.45840652100      0.6957      0.3262      2.4140      0.4780     -4.8070      0.5740     20.4620      0.0654     18.2479      0.0151      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.33   112.63712333200   -18.49168481760      0.9790      0.5105    -15.8890      0.6500    -12.6650      0.8440     21.0911      0.0751     18.7252      0.0277      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.33   112.63582645100   -18.48853724030      3.0830      1.4262    -20.3240      2.2440     13.6740      2.5660     21.4371      0.2578     19.5506      0.0457      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.33   112.47268322500   -18.42012489900      0.9149      0.2863     -0.2700      0.4120      1.2090      0.4220     19.7713      0.0475     18.1036      0.0201      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.34   112.40752408900   -18.60029704700     -0.0114      0.6266      0.4880      0.7390      0.8730      1.1500     20.0235      0.0831     18.6905      0.0540      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.35   112.40541711500   -18.59741481940      2.2918      0.7192     -0.1990      0.8710     -1.4340      1.1420     21.4209      0.1033     19.0028      0.0319      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.36   112.52474321300   -18.41258689830      0.0016      0.6187      1.5790      0.8780     -0.7770      0.8800     20.9514      0.1144     19.0241      0.0300      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.36   112.63463305100   -18.58567596740     -0.1720      0.6562     -0.2290      0.7150     -5.8080      0.9390     21.1293      0.1072     18.8899      0.0220      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.37   112.60318423900   -18.62643600840      0.4592      0.2431     -1.8990      0.3090     -0.6800      0.3340     19.6287      0.0276     18.0439      0.0102      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.37   112.49789930900   -18.41348316160      0.6165      0.0316     -0.6580      0.0470     -0.2020      0.0490     15.5936      0.0064     14.5028      0.0041      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.37   112.63013513400   -18.59441908960      1.1896      0.3569     -5.0000      0.4150      4.0130      0.5440     20.2832      0.0526     18.3068      0.0146      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.37   112.49286167100   -18.41421223290      0.5515      0.2828      0.5320      0.4140     -0.7020      0.4350     20.1046      0.0467     18.3320      0.0142      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.37   112.44486694800   -18.63727568270      0.6969      0.4773      1.7930      0.5370    -21.2310      0.6340     20.9756      0.0874     18.5949      0.0204      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.38   112.61397052100   -18.45369948640      0.9279      0.4602     -2.2590      0.6420      1.2760      0.7500     20.7920      0.0834     18.8121      0.0249      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.38   112.39403485700   -18.57528808580     -0.1008      0.4918     -2.7510      0.6450      1.0530      0.7250     20.7067      0.0627     18.8484      0.0270      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.39   112.55776306500   -18.41819403940      ------      ------      ------      ------      ------      ------     21.3499      0.1904     19.6783      0.0930      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.40   112.47564312700   -18.41799611820     -0.1617      0.4202     -1.7930      0.6310      4.4350      0.6330     20.7004      0.0850     18.7723      0.0234      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.40   112.48446534800   -18.65455083700      0.7080      0.5548     -5.2190      0.6770      3.6610      0.7470     20.9071      0.0905     18.8779      0.0232      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.41   112.62651228700   -18.46871320360      0.4441      0.4749     -1.9670      0.6120      1.7150      0.7100     20.9621      0.0703     18.7271      0.0226      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.41   112.45177053500   -18.64202262110      1.3278      0.5169     -1.5420      0.6150     -0.3730      0.7070     20.8575      0.0863     19.0115      0.0310      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.42   112.62442716500   -18.46547473060      1.4014      2.0538     -1.7160      2.3740     -4.9980      3.4020     20.7915      0.3842     19.4226      0.0753      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.41   112.61280227900   -18.61852816880      2.4663      0.7970      0.3160      0.8600      0.7740      1.0090     21.5245      0.1030     18.9022      0.0261      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.42   112.57624465200   -18.64495607550      0.7419      0.5404      0.9560      0.7090     -0.6270      0.7670     20.9517      0.0925     18.8285      0.0225      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.43   112.62806418500   -18.47050335180     -1.7756      1.0588     -2.4300      1.3050      2.8410      1.6160     21.0555      0.1159     18.9865      0.0298      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.43   112.56200490800   -18.65120240680      0.9977      0.7482     -2.1860      0.8710      0.9470      0.9190     19.1381      0.1586     18.0739      0.1811      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.43   112.58040416300   -18.64321398120      0.5803      0.5770     -2.6040      0.6990      2.2210      0.7880     20.8180      0.0972     18.9187      0.0230      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.44   112.51303299000   -18.41099833890     -0.3335      0.7202     -2.1390      1.1260      2.0370      1.1990     21.3046      0.1474     19.4251      0.0430      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.45   112.41322077100   -18.61103653420      0.0214      0.2773     -1.2720      0.3520     -0.5750      0.4110     20.0780      0.0362     18.3692      0.0150      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.45   112.55446303300   -18.41611143900      0.0980      0.2162     -0.9540      0.2980      5.2410      0.3080     19.5392      0.0248     17.8892      0.0114      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.45   112.63083554200   -18.47410061910     -0.1437      0.3504     -1.3680      0.4690      1.7210      0.5550     20.4473      0.0577     18.4507      0.0149      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.45   112.63762507100   -18.48726098800      0.5620      0.5428     -0.3090      0.6660      1.0660      0.8900     20.9259      0.0807     19.0583      0.0287      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.45   112.63827897300   -18.58140359520      0.2058      0.5801     -9.3760      0.6420     -3.3820      0.8370     20.9339      0.0912     18.7790      0.0213      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.46   112.61465129900   -18.45246649680      3.9450      2.6501     -2.3590      2.6990     -1.9670      4.2950     21.8519      0.3020     19.5818      0.0838      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.46   112.62619903000   -18.46657271550     -0.0532      0.4994     -1.3670      0.6490      3.7180      0.7520     21.1002      0.0887     18.6683      0.0238      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.46   112.39321367100   -18.57713597990      0.7261      1.0170      0.2670      1.2550      0.0930      1.4520     21.2064      0.1283     19.4192      0.0485      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.47   112.63443481500   -18.59021150980      0.4199      0.7316     -2.5430      0.7840      2.5950      1.0440     21.2596      0.0916     19.0326      0.0259      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.50   112.43413960100   -18.63241167930      0.7837      0.2747     -1.4000      0.3400      9.8250      0.3900     20.1000      0.0457     18.2332      0.0133      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.50   112.39604598100   -18.48461812010      0.1911      0.6612     -1.1560      0.9570      1.7890      1.0280     21.4225      0.1160     19.2248      0.0453      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.50   112.52737896800   -18.41039340940      0.9343      1.5429     -6.0660      2.0970      4.3510      2.3190     21.4822      0.2292     19.6273      0.0720      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.51   112.48063701800   -18.65537331110     -0.3220      0.5263     -4.3500      0.7120     -1.2200      0.7080     20.6011      0.0809     18.9156      0.0218      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.51   112.39519423700   -18.58405402200      0.4920      0.3536     -3.1600      0.4510      4.4770      0.6240     20.2165      0.0462     18.3820      0.0236      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.51   112.54515221000   -18.41271371940      0.2336      0.7278     -2.5620      1.0420      2.4200      1.1630     21.2671      0.1833     19.1723      0.0421      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.52   112.64116769800   -18.49282003510     -0.3152      0.6279     -1.4350      0.8410     -0.0450      1.0600     21.1461      0.1440     18.9921      0.0440      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.52   112.58303074200   -18.42657470220     -0.7786      1.2492     -2.5690      2.1810      1.1300      3.1750     20.4984      0.1738     19.4881      0.0748      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
